ProdCode,Customer,ProdName,ArticleNum,MatNum,OpSystem,DBAccName,DBAccVers,HostName,WkStNmae,AdpNum,ProcName,ProcNum,WkOrder,AVO,TPVersion,tLogIn,tLogOut,tLastAcc,tLatenz,tLatenzSumme,tCycle,tProc,FPY,CountPass,CountFail,CountPass_Retest,CountFail_Retest
5314,BSH,MMU Jupiter/Saturn V,13600518-16BF,,Win7/Srv,DBAcc2000,1.15.38,KATPC177,,,VORMONTAGE,20,,,,10/3/2022 23:21,10/6/2022 5:37,10/6/2022 5:31,390,145140,88.38,4.84,100,2216,0,1,0
5345,BSH,SE-LP IC6 Touch_Vent,13602415-01BF,,WIN_XP/2,DBAcc2000,1.16.3,PTWS216WXPC3,0307/C,06/14/2203/01/A,IctFkt_MTS,4,,,,10/3/2022 23:30,10/4/2022 0:50,10/4/2022 0:44,360,1680,73.17,32.72,98.33,59,1,1,0
4696,BSH,LP IC6-PureSteam Unt,13602352-03BF,30007293-04BF,Win8/Srv,DBAcc2000,1.0016.0016,KATPC049,0283/A,,BG-Versand,6,,,,10/3/2022 23:36,10/4/2022 6:00,10/4/2022 5:49,0,1350,43.15,14.27,100,480,0,0,0
4062,BSH,TE90_IAB for assembl,13602222-01BF,,Win7/Srv,DBAcc2000,1.16.3,KATPC247,,,NutzTrenn,9,,,,10/3/2022 23:36,10/4/2022 0:41,10/4/2022 0:35,300,3210,82.19,0.3,100,176,0,0,0
5331,BSH,SE-LP IC6 Touch_Bosc,13602474-02BF,,Win8/Srv,DBAccessNew,1.8.7,KATPC451,,,SELECTIVLÖTEN_D,13,,,,10/3/2022 23:38,10/4/2022 0:59,10/4/2022 0:38,1230,4590,124.52,0.21,100,54,0,4,0
2884,DataModul,eMotion ST3:4 - CU70,30002525-03BF,,Win8/Srv,DBAcc2000,1.0016.0017,KATPC534,0165/F,03/13/2093/01/A,FKT,7,,,3.01:954368:090,10/3/2022 23:42,10/3/2022 23:58,10/3/2022 23:58,0,150,156,105,100,4,0,1,0
2884,DataModul,eMotion ST3:4 - CU70,30002525-03BF,30002525-03BF,Win7/Srv,DBAcc2000,1.0016.0011,KATPC309,415,,Versand,5,,,,10/3/2022 23:47,10/3/2022 23:59,10/3/2022 23:58,30,630,161.5,0.2,100,5,0,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,13900009,Win7/Srv,DBAcc2000,1.16.3,LINIE1W2W7T1,sern981121,15,IctProgInline,17,,,,10/3/2022 23:58,10/4/2022 3:29,10/4/2022 3:22,425,5040,118.07,61.42,99.87,743,1,88,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,13900009,Win7/Srv,DBAcc2000,1.16.3,KATPC271,sern981121,5,FKTInline,18,,,,10/3/2022 23:59,10/4/2022 1:43,10/4/2022 1:03,2400,3870,75.08,38.35,100,361,0,47,0
6679,BSH,LP IaB NF61,10000025,,Win7/Srv,DBAcc2000,1.0016.0011,LINIE8W2T1,172,2284,IctFktInline,24,,,,10/4/2022 0:13,10/4/2022 0:50,10/4/2022 0:49,89,120,46.26,27.29,96.28,181,7,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC009,0475/A,03/21/4161/04/A,HF_Katek_MT,23,,,1.3.7:581632:06,10/4/2022 0:17,10/4/2022 0:18,10/4/2022 0:17,60,60,0,0,0,0,1,0,0
7021,BSH,COMGen2 ADM 80010814,13602774-07,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC009,0475/A,03/21/4161/04/A,HF_Katek_MT,23,,,1.3.7:581632:06,10/4/2022 0:20,10/4/2022 1:22,10/4/2022 1:21,0,2040,80.39,27.44,86.96,40,6,1,0
2884,DataModul,eMotion ST3:4 - CU70,30002525-03BF,,Win8/Srv,DBAcc2000,1.0016.0017,KATPC534,165,03/13/2093/01/A,FKT,7,,,3.01:954368:090,10/4/2022 0:30,10/4/2022 1:36,10/4/2022 1:36,0,420,143.5,124.6,72.73,16,6,4,1
5994,Telic,ELT-Main 74370.000 R,13603082-01BF,,Win7/Srv,DBAcc2000,1.0016.0012,PTWS218,0262/B,16121,ICT,7,,,1.0.3:16384:140,10/4/2022 0:33,10/4/2022 6:00,10/4/2022 0:50,18549,18540,20.66,16.78,98,49,1,1,0
2884,DataModul,eMotion ST3:4 - CU70,30002525-03BF,30002525-03BF,Win7/Srv,DBAcc2000,1.0016.0011,KATPC309,415,,Versand,5,,,,10/4/2022 0:33,10/4/2022 1:36,10/4/2022 1:30,360,2940,168.55,0.25,100,20,0,0,0
5345,BSH,SE-LP IC6 Touch_Vent,13602415-01BF,,WIN_XP/2,DBAcc2000,1.16.3,PTWS216WXPC3,0307/C,06/14/2203/01/A,IctFkt_MTS,4,,,,10/4/2022 0:52,10/4/2022 0:55,10/4/2022 0:54,90,90,49,33,100,2,0,0,0
6679,BSH,LP IaB NF61,10000025,,Win7/Srv,DBAcc2000,1.0016.0011,LINIE8W2T1,172,2284,IctFktInline,24,,,,10/4/2022 0:53,10/4/2022 2:54,10/4/2022 2:44,569,930,46.74,27.4,98.88,530,6,35,1
5331,BSH,SE-LP IC6 Touch_Bosc,13602474-02BF,,WIN_XP/2,DBAcc2000,1.16.3,PTWS216WXPC3,0307/C,05/16/2363/01/A,IctFkt,4,,,,10/4/2022 0:59,10/4/2022 5:24,10/4/2022 5:23,60,4560,67.05,39.19,79.87,123,31,64,11
6684,BSH,LP IaB BO61 St,10000030,,Win7/Srv,DBAcc2000,1.0016.0013,LINIE5W2T1,334,2265,IctFktInline,21,,,,10/4/2022 1:05,10/4/2022 2:07,10/4/2022 2:05,120,150,51.16,37.41,99.01,200,2,72,0
3248,BSH,LP MMB STM32F4,13602223BF,,Win7/Srv,DBAcc2000,1.16.3,KATPC247,331,10/13/2163/01/A,NutzTrenn,9,,,,10/4/2022 1:08,10/4/2022 4:19,10/4/2022 4:19,0,9150,62.64,0.28,100,732,0,4,0
7021,BSH,COMGen2 ADM 80010814,13602774-07,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC394,346,2181,NutzTrenn_ILT,15,,,,10/4/2022 1:11,10/4/2022 5:02,10/4/2022 4:58,238,10830,64.53,0.88,100,1624,0,0,0
6685,BSH,LP IaB BO61 Gl,10000031,,Win7/Srv,DBAcc2000,1.16.7,KATPC345,,,Twister,10,,,,10/4/2022 1:11,10/4/2022 5:35,10/4/2022 5:26,510,6450,45.87,19.29,98.44,315,5,14,0
6685,BSH,LP IaB BO61 Gl,10000031,,Win7/Srv,DBAcc2000,1.16.7,KATPC344,,,Twister,10,,,,10/4/2022 1:11,,10/4/2022 1:11,0,,,0,100,0,0,0,0
5313,BSH,MMU Jupiter/Saturn V,13602440-02BF,13602440-02BF,Win7/Srv,DBAcc2000,1.16.3,KATPC543,0348/A,V2122-01,FKTHand,19,1255728,0040,,10/4/2022 1:17,10/4/2022 6:00,10/4/2022 5:55,240,2100,108.93,94.27,92.14,129,11,10,1
6104,BSH,Comm-Module,13601339-05BF,13900714BF,Win7/Srv,DBAcc2000,1.15.35,KATPC240,"0326,0391",2196,HF,5,,,,10/4/2022 1:22,10/4/2022 2:53,10/4/2022 2:53,0,900,47.05,33.96,66.35,69,35,4,9
7021,BSH,COMGen2 ADM 80010814,13602774-07,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC009,0475/A,03/21/4161/04/A,HF_Katek_MT,23,,,1.3.7:581632:06,10/4/2022 1:23,10/4/2022 1:24,10/4/2022 1:23,30,30,0,0,0,0,1,0,0
6679,BSH,LP IaB NF61,10000025,30003997,Win7/Srv,DBAcc2000,1.0016.0011,PTWS164,0329/B,,BG-Versand,13,,,,10/4/2022 1:25,,10/4/2022 2:12,0,30,28.76,5.72,100,96,0,0,0
4605,BSH,LP IaB EOX5100,13602503-03BF,,Win7/Srv,DBAcc2000,1.0016.0012,KATPC117,0360/A,06/16/2396/01/A,Endtest,8,,,1.43:270336:020,10/4/2022 1:30,10/4/2022 6:00,10/4/2022 5:34,1531,7590,91.81,41.9,97.44,152,4,3,1
7021,BSH,COMGen2 ADM 80010814,13602774-07,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC009,0475/A,03/21/4161/04/A,HF_Katek_MT,23,,,1.3.7:581632:06,10/4/2022 1:30,10/4/2022 1:31,10/4/2022 1:30,0,,0,0,0,0,1,0,0
4605,BSH,LP IaB EOX5100,13602503-03BF,30003379-05BF,Win8/Srv,DBAcc2000,1.0016.0017,KATPC256,0484/A,,Versand,15,1248635/0010,0010,,10/4/2022 1:33,10/4/2022 6:00,10/4/2022 5:36,1411,10170,93.49,22.87,100,156,0,0,0
6685,BSH,LP IaB BO61 Gl,10000031,30004000,Win7/Srv,DBAcc2000,1.0016.0011,KATPC046,0356/B,04/15/2151/05/A,EndMontage,18,1258830,0010,,10/4/2022 1:33,10/4/2022 2:24,10/4/2022 2:24,0,1590,55.05,13.91,96.43,54,2,0,0
7021,BSH,COMGen2 ADM 80010814,13602774-07,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC009,0475/A,03/21/4161/04/A,HF_Katek_MT,23,,,1.3.7:581632:06,10/4/2022 1:34,10/4/2022 1:40,10/4/2022 1:39,60,390,338,0,0,0,2,0,0
2884,DataModul,eMotion ST3:4 - CU70,30002525-03BF,,Win8/Srv,DBAcc2000,1.0016.0017,KATPC534,165,03/13/2093/01/A,FKT,7,,,3.01:954368:090,10/4/2022 1:39,10/4/2022 1:44,10/4/2022 1:39,0,,,0,100,0,0,0,0
4887,BSH,COMGen2 ADM 80010681,13602564-02BF,13900707BF,Win8/Srv,DBAcc2000,1.0016.0016,KATPC424,,,Montage,6,,,,10/4/2022 1:39,10/4/2022 2:56,10/4/2022 2:49,420,1560,20.82,11,100,204,0,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,13900009,Win7/Srv,DBAcc2000,1.16.3,KATPC271,sern981121,5,FKTInline,18,,,,10/4/2022 1:44,10/4/2022 2:45,10/4/2022 2:26,1079,2010,71.34,39.24,99.66,294,1,0,0
2884,DataModul,eMotion ST3:4 - CU70,30002525-03BF,,Win8/Srv,DBAcc2000,1.0016.0017,KATPC534,0165/F,03/13/2093/01/A,FKT,7,,,3.01:954368:090,10/4/2022 1:50,10/4/2022 6:00,10/4/2022 4:12,6421,8460,180.74,131.84,90.48,19,2,19,7
5345,BSH,SE-LP IC6 Touch_Vent,13602415-01BF,30003414-02BF,Win7/Srv,DBAcc2000,1.15.36,KATPC120,0330,2208,ENDTEST_OOPTIK,17,,,,10/4/2022 1:51,10/4/2022 4:50,10/4/2022 2:27,8584,9630,35.89,9.45,96.67,58,2,2,0
2884,DataModul,eMotion ST3:4 - CU70,30002525-03BF,30002525-03BF,Win7/Srv,DBAcc2000,1.0016.0011,KATPC309,415,,Versand,5,,,,10/4/2022 1:53,10/4/2022 6:00,10/4/2022 4:12,6423,13710,219.05,0.42,100,38,0,0,0
6104,BSH,Comm-Module,13601339-05BF,13900714BF,Win7/Srv,DBAcc2000,1.15.35,KATPC122,"0326,0391",2196,HF,5,,,,10/4/2022 1:55,10/4/2022 6:44,10/4/2022 6:37,420,1980,56.66,45.67,99.15,233,2,63,1
6104,BSH,Comm-Module,13601339-05BF,30003667-01BF,Win7/Srv,DBAcc2000,1.15.35,KATPC110,,,MONTAGE,6,,,,10/4/2022 1:56,10/4/2022 6:44,10/4/2022 6:37,390,14100,57.23,3.13,100,296,0,0,0
6104,BSH,Comm-Module,13601339-05BF,30003667-01BF,Win7/Srv,DBAcc2000,1.16.2,KATPC168,,,BG-Versand,7,,,,10/4/2022 1:56,10/4/2022 6:00,10/4/2022 5:46,540,11820,57.49,0.04,100,239,0,0,0
5997,eSystems,Power Path Board,13603075-01BF,,Win8/Srv,DBAcc2000,1.0016.0017,KATPC302,0423,16332,NutzTrenn,8,,,,10/4/2022 1:58,10/4/2022 1:59,10/4/2022 1:58,30,30,0,1,100,1,0,0,0
2169,BSH,LP BT HV3,13600338BF,,Win8/Srv,DBAccessNew,1.8.7,KATPC451,,,SELECTIVLÖTEN_D,16,,,,10/4/2022 2:00,10/4/2022 5:48,10/4/2022 5:30,1050,13530,742.76,0,100,28,0,8,0
5998,eSystems,Power Control Board ,13603076-01BF,,Win8/Srv,DBAcc2000,1.0016.0017,KATPC302,0423,16333,NutzTrenn,8,,,,10/4/2022 2:07,10/4/2022 3:47,10/4/2022 2:07,5941,5940,0,0,100,1,0,0,0
4462,DataModul,eMotion ST1:3 - 1202,30002524-03BF,,Win7/Srv,DBAcc2000,1.0016.0017,KATPC390,0272/A,09/12/2036/02/A,ICT,4,,,,10/4/2022 2:10,,10/4/2022 3:24,751,2280,30.29,12.45,91.11,123,12,5,7
6675,BSH,LP IaB SE61-S,10000021,,Win7/Srv,DBAcc2000,1.0016.0013,LINIE5W2T1,334,2253,IctFktInline,21,,,,10/4/2022 2:12,10/4/2022 6:00,10/4/2022 5:59,0,360,48.75,34.36,98.9,1083,12,24,0
6679,BSH,LP IaB NF61,10000025,30003997,Win7/Srv,DBAcc2000,1.0016.0011,PTWS164,0329/B,,BG-Versand,13,,,,10/4/2022 2:17,10/4/2022 3:31,10/4/2022 3:30,60,120,15.79,5.51,100,265,0,0,0
7021,BSH,COMGen2 ADM 80010814,13602774-07,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC009,0475/A,03/21/4161/04/A,HF_Katek_MT,23,,,1.3.7:581632:06,10/4/2022 2:21,10/4/2022 2:53,10/4/2022 2:53,0,180,39.85,27.44,93.75,45,3,0,1
6685,BSH,LP IaB BO61 Gl,10000031,30004000,Win7/Srv,DBAcc2000,1.0016.0011,KATPC046,0356/B,12/14/2151/03/A,EndMontage,18,1258830,0010,,10/4/2022 2:27,10/4/2022 3:21,10/4/2022 3:20,0,840,36.48,14.03,100,87,0,0,0
6685,BSH,LP IaB BO61 Gl,10000031,30004000,Win7/Srv,DBAcc2000,1.0016.0011,KATPC116,0357/B,04/15/2151/05/A,EndMontage,18,1258830,0010,,10/4/2022 2:27,10/4/2022 5:23,10/4/2022 5:13,601,6000,85.6,21.42,94.78,109,6,2,0
5345,BSH,SE-LP IC6 Touch_Vent,13602415-01BF,,Win7/Srv,DBAcc2000,1.16.2,KATPC144,,,Montage_Auto,11,,,1.07:569344:210,10/4/2022 2:43,10/4/2022 6:00,10/4/2022 5:50,541,7650,219.69,65.96,100,52,0,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,13900009,Win7/Srv,DBAcc2000,1.16.3,KATPC271,sern981121,5,FKTInline,18,,,,10/4/2022 2:46,10/4/2022 3:16,10/4/2022 2:55,1259,1320,57.67,38.28,100,80,0,0,0
4605,BSH,LP IaB EOX5100,13602503-03BF,,Win7/Srv,DBAcc2000,1.16.3,KATPC050,0215/B,09/16/2423/01/A,Twister,9,,,,10/4/2022 2:56,10/4/2022 6:00,10/4/2022 5:35,1471,4830,72.08,26.86,99.24,131,1,1,0
7021,BSH,COMGen2 ADM 80010814,13602774-07,30003441-06,Win7/Srv,DBAcc2000,1.16.2,KATPC318,,,Montage,6,,,,10/4/2022 3:00,10/4/2022 6:00,10/4/2022 5:44,900,4200,32.39,14.42,100,305,0,0,0
6104,BSH,Comm-Module,13601339-05BF,13900714BF,Win7/Srv,DBAcc2000,1.15.35,KATPC240,"0326,0391",2196,HF,5,,,,10/4/2022 3:01,10/4/2022 3:03,10/4/2022 3:02,30,30,24.5,0,0,0,1,0,2
6684,BSH,LP IaB BO61 St,10000030,,Win7/Srv,DBAcc2000,1.0016.0013,PTWS150,0331/A,11341,NutzTrennInline,23,,,,10/4/2022 3:06,10/4/2022 6:00,10/4/2022 5:17,2520,8970,63.35,0.53,100,486,0,7,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,30000188,Win8/Srv,DBAcc2000,1.0016.0016,KATPC424,,,Montage,6,,,,10/4/2022 3:06,10/4/2022 5:53,10/4/2022 5:46,390,1800,16.63,10.66,100,576,0,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,30000188,Win8/Srv,DBAcc2000,1.16.3,KATPC184,,,BG-Versand,7,,,,10/4/2022 3:07,10/4/2022 5:53,10/4/2022 5:46,0,1830,16.65,0.09,100,576,0,0,0
6677,BSH,LP IaB SE62,10000023,,Win8/Srv,DBAcc2000,1.0016.0011,KATWS038,038,,TwisterBefundun,29,,,,10/4/2022 3:07,10/4/2022 3:20,10/4/2022 3:18,90,120,28.82,14.9,90.48,19,2,2,0
6679,BSH,LP IaB NF61,10000025,,Win7/Srv,DBAcc2000,1.0016.0011,LINIE8W2T1,172,2284,IctFktInline,24,,,,10/4/2022 3:10,10/4/2022 4:16,10/4/2022 3:26,2940,2970,46.67,27.96,96.05,73,3,12,0
6104,BSH,Comm-Module,13601339-05BF,13900714BF,Win7/Srv,DBAcc2000,1.15.35,KATPC240,"0326,0391",2196,HF,5,,,,10/4/2022 3:11,10/4/2022 3:12,10/4/2022 3:11,60,60,0,0,0,0,0,0,1
5997,eSystems,Power Path Board,13603075-01BF,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC418,0499/A,,Handbestueck,9,,,,10/4/2022 3:11,10/4/2022 6:00,10/4/2022 5:38,1290,7350,855.3,232.09,100,11,0,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,13900009,Win7/Srv,DBAcc2000,1.16.3,KATPC271,sern981121,5,FKTInline,18,,,,10/4/2022 3:18,10/4/2022 3:28,10/4/2022 3:22,329,420,72.67,38.53,100,32,0,0,0
1838,BSH,LP BT HV3,13600261BF,,WIN_XP/2,DBAccessNew,1.7.6,PTWS079,,,PROGRAMMIERUNG_,18,,,,10/4/2022 3:19,10/4/2022 4:29,10/4/2022 4:27,120,1980,129.58,56.97,100,32,0,0,0
1838,BSH,LP BT HV3,13600261BF,30001924-01BF,WIN_XP/2,DBAcc2000,1.16.3,PTWS137,,,BG-Versand,11,,,,10/4/2022 3:22,10/4/2022 4:32,10/4/2022 4:29,0,3510,127.22,0.94,100,32,0,0,0
6679,BSH,LP IaB NF61,10000025,,Win7/Srv,DBAcc2000,1.16.7,KATPC340,,,Twister,10,,,,10/4/2022 3:23,,10/4/2022 4:16,30,2070,69.37,17.68,93.33,42,3,2,0
6679,BSH,LP IaB NF61,10000025,,Win7/Srv,DBAcc2000,1.16.7,KATPC341,,,Twister,10,,,,10/4/2022 3:23,,10/4/2022 3:23,0,,,0,100,0,0,0,0
6685,BSH,LP IaB BO61 Gl,10000031,30004000,Win7/Srv,DBAcc2000,1.0016.0011,KATPC046,0356/B,12/14/2151/03/A,EndMontage,18,1258830,0010,,10/4/2022 3:23,10/4/2022 5:22,10/4/2022 5:17,270,2310,38.67,14.38,99.44,177,1,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC009,0474/A,03/21/4161/04/A,HF_Katek_MT,23,,,1.3.7:581632:06,10/4/2022 3:27,10/4/2022 3:29,10/4/2022 3:27,60,60,0,0,0,0,1,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC022,0475/A,03/21/4161/02/A,HF_Katek_MT,23,,,1.3.7:581632:06,10/4/2022 3:29,10/4/2022 6:00,10/4/2022 5:50,539,1920,30.23,36.59,96.27,258,10,11,1
7020,BSH,COMGen2 ADM 80010814,13602774-06,13900716BF,Win7/Srv,DBAcc2000,1.16.3,LINIE1W2W7T1,sern981121,15,IctProgInline,17,,,,10/4/2022 3:31,10/4/2022 5:49,10/4/2022 5:31,1009,5820,211.24,60.96,100,280,0,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC009,0475/A,03/21/4161/04/A,HF_Katek_MT,23,,,1.3.7:581632:06,10/4/2022 3:31,10/4/2022 3:31,10/4/2022 3:31,0,,0,0,0,0,1,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,13900716BF,Win7/Srv,DBAcc2000,1.16.3,KATPC271,sern981121,5,FKTInline,18,,,,10/4/2022 3:32,,10/4/2022 3:46,29,510,112.57,38.34,100,64,0,0,0
6679,BSH,LP IaB NF61,10000025,30003997,Win7/Srv,DBAcc2000,1.0016.0011,PTWS164,0329/B,,BG-Versand,13,,,,10/4/2022 3:32,10/4/2022 6:00,10/4/2022 5:36,0,1560,24.62,5.51,100,287,0,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC009,0475/A,03/21/4161/04/A,HF_Katek_MT,23,,,1.3.7:581632:06,10/4/2022 3:43,10/4/2022 3:44,10/4/2022 3:43,0,,0,0,0,0,1,0,0
5895,BSH,ED_MMB_STM32F4_V2,13602566-04BF,13602566-04BF,Win7/Srv,DBAcc2000,1.0016.0011,KATPC396,0463/A,02/15/2251/01/A,IctFkt_MTS,4,1258746,0040,,10/4/2022 3:48,10/4/2022 6:00,10/4/2022 5:55,240,1710,51.34,31.69,100,120,0,25,4
5246,DataModul,eMotion NT2:3-LVDS -,30003495-02BF,,Win8/Srv,DBAcc2000,1.0016.0017,KATPC302,0423/A,,NutzTrenn,13,,,,10/4/2022 4:04,10/4/2022 4:21,10/4/2022 4:13,449,840,45.08,0.5,100,52,0,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,13900716BF,Win7/Srv,DBAcc2000,1.16.3,KATPC271,sern981121,5,FKTInline,18,,,,10/4/2022 4:09,10/4/2022 4:31,10/4/2022 4:29,89,420,65.5,38.19,99.34,151,1,0,0
5331,BSH,SE-LP IC6 Touch_Bosc,13602474-02BF,,Win7/Srv,DBAcc2000,1.16.3,KATPC247,,08/16/2406/01/A,NutzTrenn,3,,,,10/4/2022 4:20,10/4/2022 4:20,10/4/2022 4:20,0,,0,0.5,100,4,0,0,0
3248,BSH,LP MMB STM32F4,13602223BF,,Win7/Srv,DBAcc2000,1.16.3,KATPC247,331,10/13/2163/01/A,NutzTrenn,9,,,,10/4/2022 4:21,10/4/2022 6:00,10/4/2022 5:50,570,4680,45.88,0.29,100,468,0,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC009,0475/A,03/21/4161/04/A,HF_Katek_MT,23,,,1.3.7:581632:06,10/4/2022 4:23,10/4/2022 4:23,10/4/2022 4:23,0,,0,0,0,0,1,0,0
6679,BSH,LP IaB NF61,10000025,,Win7/Srv,DBAcc2000,1.16.7,KATPC341,,,Twister,10,,,,10/4/2022 4:23,,10/4/2022 4:45,150,330,30.78,17.53,97.56,40,1,0,1
6679,BSH,LP IaB NF61,10000025,,Win7/Srv,DBAcc2000,1.16.7,KATPC340,,,Twister,10,,,,10/4/2022 4:23,,10/4/2022 4:23,0,,,0,100,0,0,0,0
6679,BSH,LP IaB NF61,10000025,,Win7/Srv,DBAcc2000,1.0016.0011,LINIE8W2T1,172,2284,IctFktInline,24,,,,10/4/2022 4:30,10/4/2022 5:44,10/4/2022 5:00,2611,3360,76.91,27.9,97.73,86,2,8,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,13900716BF,Win7/Srv,DBAcc2000,1.16.3,KATPC271,sern981121,5,FKTInline,18,,,,10/4/2022 4:32,,10/4/2022 4:32,0,,,0,100,0,0,0,0
5345,BSH,SE-LP IC6 Touch_Vent,13602415-01BF,,Win7/Srv,DBAcc2000,1.15.39,KATPC234,,,TWISTER,16,,,,10/4/2022 4:38,10/4/2022 5:15,10/4/2022 5:14,32,990,32.15,13.4,93.33,56,4,7,4
5345,BSH,SE-LP IC6 Touch_Vent,13602415-01BF,30003414-02BF,Win7/Srv,DBAcc2000,1.16.2,KATPC171,,,BG-Versand,7,,,,10/4/2022 4:41,10/4/2022 5:16,10/4/2022 5:14,0,780,33.8,0.05,100,60,0,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC009,0475/A,03/21/4161/04/A,HF_Katek_MT,23,,,1.3.7:581632:06,10/4/2022 4:41,10/4/2022 5:06,10/4/2022 4:41,1500,1500,0,0,0,0,1,0,0
6675,BSH,LP IaB SE61-S,10000021,,Win8/Srv,DBAcc2000,1.0016.0011,KATWS038,038,,TwisterBefundun,26,,,,10/4/2022 4:48,10/4/2022 4:50,10/4/2022 4:49,90,90,22.5,13.67,100,3,0,0,0
6676,BSH,LP IaB SE62-S,10000022,,Win8/Srv,DBAcc2000,1.0016.0011,KATWS038,038,,TwisterBefundun,27,,,,10/4/2022 4:51,10/4/2022 4:54,10/4/2022 4:53,30,30,27,10.5,100,4,0,0,0
6679,BSH,LP IaB NF61,10000025,,Win7/Srv,DBAcc2000,1.16.7,KATPC341,,,Twister,10,,,,10/4/2022 4:52,,10/4/2022 4:58,30,120,43.43,18.13,100,8,0,0,0
6679,BSH,LP IaB NF61,10000025,,Win7/Srv,DBAcc2000,1.16.7,KATPC340,,,Twister,10,,,,10/4/2022 4:52,,10/4/2022 4:52,0,,,0,100,0,0,0,0
5345,BSH,SE-LP IC6 Touch_Vent,13602415-01BF,30003415-02BF,Win7/Srv,DBAcc2000,1.15.36,KATPC120,0330,2208,ENDTEST_OOPTIK,17,,,,10/4/2022 4:53,10/4/2022 9:42,10/4/2022 9:20,1290,16170,271.75,9.52,100,60,0,0,0
3180,BSH,LP IaB SE63,13600526-02BF,,Win8/Srv,DBAcc2000,1.0016.0011,KATWS038,038,,TwisterBefundun,26,,,,10/4/2022 5:00,10/4/2022 5:12,10/4/2022 5:07,270,300,26.69,13.65,100,17,0,0,0
6679,BSH,LP IaB NF61,10000025,,Win7/Srv,DBAcc2000,1.16.7,KATPC341,,,Twister,10,,,,10/4/2022 5:05,10/4/2022 6:00,10/4/2022 5:33,1591,1620,26.58,17.37,96.67,58,2,1,2
6679,BSH,LP IaB NF61,10000025,,Win7/Srv,DBAcc2000,1.16.7,KATPC340,,,Twister,10,,,,10/4/2022 5:05,10/4/2022 6:00,10/4/2022 5:33,1590,1620,26.56,17.31,93.22,55,4,4,0
6679,BSH,LP IaB NF61,10000025,30003997,Win7/Srv,DBAcc2000,1.0016.0011,KATPC216,0380/B,04/15/2148/05/A,EndMontage,18,1258302,0010,,10/4/2022 5:07,10/4/2022 6:00,10/4/2022 5:59,0,2610,207.53,15.81,100,16,0,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC394,346,2181,NutzTrenn_ILT,15,,,,10/4/2022 5:11,10/4/2022 6:00,10/4/2022 5:42,1049,2490,51.22,0.89,100,296,0,0,0
5345,BSH,SE-LP IC6 Touch_Vent,13602415-01BF,,Win7/Srv,DBAcc2000,1.15.39,KATPC234,,,TWISTER,16,,,,10/4/2022 5:18,10/5/2022 1:42,10/4/2022 9:22,58770,72420,248.71,26.43,95,57,3,3,3
5345,BSH,SE-LP IC6 Touch_Vent,13602415-01BF,30003415-02BF,Win7/Srv,DBAcc2000,1.16.2,KATPC171,,,BG-Versand,7,,,,10/4/2022 5:19,10/4/2022 6:00,10/4/2022 5:48,0,1050,43.77,0.03,100,40,0,0,0
6684,BSH,LP IaB BO61 St,10000030,30003999,Win7/Srv,DBAcc2000,1.0016.0011,KATPC046,0356/B,12/14/2151/03/A,EndMontage,18,1259537,0010,,10/4/2022 5:24,10/4/2022 6:00,10/4/2022 5:58,90,1230,69,14.54,93.33,28,2,0,0
6684,BSH,LP IaB BO61 St,10000030,30003999,Win7/Srv,DBAcc2000,1.0016.0011,KATPC116,0357/B,04/15/2151/05/A,EndMontage,18,1259537,0010,,10/4/2022 5:25,10/4/2022 6:00,10/4/2022 5:59,0,1140,88,17.26,95.83,23,1,0,0
