ProdCode,Customer,ProdName,ArticleNum,MatNum,OpSystem,DBAccName,DBAccVers,HostName,WkStNmae,AdpNum,ProcName,ProcNum,WkOrder,AVO,TPVersion,tLogIn,tLogOut,tLastAcc,tLatenz,tLatenzSumme,tCycle,tProc,FPY,CountPass,CountFail,CountPass_Retest,CountFail_Retest
6710,BSH,MMU Jupiter/Saturn V,13600518-19,,Win8/Srv,DBAcc2000,1.0016.0011,KATPC392,0274/A,01/16/2325/01/A,NutzTrenn,9,,,,10/18/2022 2:43,10/18/2022 4:19,10/18/2022 4:16,119,4680,65.98,0.77,100,682,0,0,0
6677,BSH,LP IaB SE62,10000023,,Win8/Srv,DBAcc2000,1.0016.0011,KATWS038,03,,TwisterBefundun,29,,,,10/18/2022 2:47,10/18/2022 2:50,10/18/2022 2:49,30,30,18,7.5,66.67,4,2,0,0
9991,BSH,E_TE90_UI_S_E D7,30002797-01BF,30002797-01BF,Win7/Srv,DBAcc2000,1.0016.0012,KATPC117,0360/A,05/15/2241/01/A,Endtest,7,,,,10/18/2022 2:49,10/18/2022 2:56,10/18/2022 2:56,30,240,76,0,0,0,0,0,6
9991,BSH,E_TE90_UI_S_E D7,30002797-01BF,30002797-01BF,Win7/Srv,DBAcc2000,1.0016.0012,KATPC117,0360/A,05/15/2241/01/A,Endtest,7,,,,10/18/2022 2:57,10/18/2022 3:05,10/18/2022 3:03,0,270,116.33,0,0,0,1,0,3
5438,BSH,LP MMU JupiterSaturn,13601338-03BF,,Win7/Srv,DBAcc2000,1.15.37,KATPC114,337,,ENDMONTAGEKATEK,23,,,,10/18/2022 2:59,10/18/2022 3:02,10/18/2022 3:02,0,,53.33,43.33,75,3,1,0,0
4062,BSH,TE90_IAB for assembl,13602222-01BF,,Win7/Srv,DBAcc2000,1.15.37,KATPC114,337,,ENDMONTAGEKATEK,22,,,,10/18/2022 2:59,10/18/2022 3:02,10/18/2022 3:02,0,30,53.67,39.33,66.67,2,1,1,0
5229,BSH,E_TE90_UI_S_MH D1,30002798-03BF,,Win7/Srv,DBAcc2000,1.15.37,KATPC114,337,,ENDMONTAGEKATEK,11,,,,10/18/2022 2:59,10/18/2022 3:02,10/18/2022 3:02,0,120,53.67,1,50,2,2,0,0
6104,BSH,Comm-Module,13601339-05BF,13900714BF,Win7/Srv,DBAcc2000,1.0016.0011,LINIE9W2W7T1,216,298,IctFktInline,14,,,,10/18/2022 3:02,10/18/2022 4:46,10/18/2022 4:39,0,30,109.77,97.01,100,424,0,0,0
5438,BSH,LP MMU JupiterSaturn,13601338-03BF,,Win7/Srv,DBAcc2000,1.15.37,KATPC114,337,,ENDMONTAGEKATEK,23,,,,10/18/2022 3:06,10/18/2022 3:10,10/18/2022 3:09,60,60,54.67,45.33,75,3,1,0,0
4062,BSH,TE90_IAB for assembl,13602222-01BF,,Win7/Srv,DBAcc2000,1.15.37,KATPC114,337,,ENDMONTAGEKATEK,22,,,,10/18/2022 3:06,10/18/2022 3:10,10/18/2022 3:09,60,60,56,40.67,66.67,2,1,1,0
9991,BSH,E_TE90_UI_S_E D7,30002797-01BF,30002797-01BF,Win7/Srv,DBAcc2000,1.0016.0012,KATPC117,0360/A,05/15/2241/01/A,Endtest,7,,,,10/18/2022 3:06,10/18/2022 3:46,10/18/2022 3:45,30,2220,391.5,0,0,0,4,0,3
5229,BSH,E_TE90_UI_S_MH D1,30002798-03BF,,Win7/Srv,DBAcc2000,1.15.37,KATPC114,337,,ENDMONTAGEKATEK,11,,,,10/18/2022 3:06,10/18/2022 3:10,10/18/2022 3:09,60,180,56.67,0.5,50,2,2,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,13900716BF,Win7/Srv,DBAcc2000,1.16.3,KATPC271,sern981121,5,FKTInline,18,,,,10/18/2022 3:08,10/18/2022 4:22,10/18/2022 3:42,29,270,68.86,49.05,100,240,0,0,0
6675,BSH,LP IaB SE61-S,10000021,,Win8/Srv,DBAcc2000,1.0016.0011,KATWS038,038,,TwisterBefundun,26,,,,10/18/2022 3:13,10/18/2022 3:23,10/18/2022 3:13,570,570,0,5,100,1,0,0,0
7004,Telic,ELT 05206.007 ESIM-S,30003743-17,30003743-17,Win8/Srv,DBAcc2000,1.0016.0017,KATPC241,0536/A,17211,Endtest,5,,,1.4.3:802816:01,10/18/2022 3:14,10/18/2022 6:00,10/18/2022 5:47,750,6810,328.48,99,100,27,0,1,0
5438,BSH,LP MMU JupiterSaturn,13601338-03BF,,Win7/Srv,DBAcc2000,1.15.37,KATPC114,337,,ENDMONTAGEKATEK,23,,,,10/18/2022 3:16,10/18/2022 4:17,10/18/2022 4:17,0,180,76.96,65.43,97.92,47,1,0,0
4062,BSH,TE90_IAB for assembl,13602222-01BF,,Win7/Srv,DBAcc2000,1.15.37,KATPC114,337,,ENDMONTAGEKATEK,22,,,,10/18/2022 3:16,10/18/2022 4:17,10/18/2022 4:17,0,210,76.98,61.23,97.87,46,1,1,0
5229,BSH,E_TE90_UI_S_MH D1,30002798-03BF,,Win7/Srv,DBAcc2000,1.15.37,KATPC114,337,,ENDMONTAGEKATEK,11,,,,10/18/2022 3:17,10/18/2022 4:17,10/18/2022 4:17,0,2760,76.83,0.26,95.83,46,2,0,0
3180,BSH,LP IaB SE63,13600526-02BF,30002924-04BF,Win7/Srv,DBAcc2000,1.0016.0011,KATPC027,0336/B,11/14/2147/03/A,EndMontage,18,1258422,0010,,10/18/2022 3:18,10/18/2022 6:00,10/18/2022 5:57,120,6090,69.51,15.45,100,137,0,1,0
3180,BSH,LP IaB SE63,13600526-02BF,30002924-04BF,Win7/Srv,DBAcc2000,1.0016.0011,KATPC216,02/15/2231,04/15/2147/05/A,EndMontage,18,1258422,0010,,10/18/2022 3:18,10/18/2022 6:00,10/18/2022 5:59,0,5730,64.72,14.87,99.33,149,1,0,0
3180,BSH,LP IaB SE63,13600526-02BF,30002924-04BF,Win7/Srv,DBAcc2000,1.0016.0011,KATPC123,0328/A,01/14/2183/01/A,Endtest_Adapter,19,1258422,0010,,10/18/2022 3:23,10/18/2022 6:00,10/18/2022 5:59,0,3450,60.32,32.07,83.92,120,23,9,3
3180,BSH,LP IaB SE63,13600526-02BF,30002924-04BF,Win7/Srv,DBAcc2000,1.0016.0011,KATPC007,0332/A,11/14/2183/02/A,Endtest_Adapter,19,1258422,0010,,10/18/2022 3:24,10/18/2022 6:00,10/18/2022 5:59,0,3420,59.64,31.78,91.34,116,11,24,5
5135,DataModul,eMotionUHD2,30003411-06BF,,Win7/Srv,DBAcc2000,1.16.7,KATPC348,0440/A,09/18/4072/01/A,FKTHand,7,,,1.12:233472:130,10/18/2022 3:34,10/18/2022 6:00,10/18/2022 3:39,8404,8400,96,77.5,0,0,0,2,0
3180,BSH,LP IaB SE63,13600526-02BF,,Win7/Srv,DBAcc2000,1.16.7,KATPC341,,,Twister,10,,,,10/18/2022 3:35,10/18/2022 6:00,10/18/2022 5:59,0,3180,60.35,30.91,82.4,103,22,14,5
3180,BSH,LP IaB SE63,13600526-02BF,,Win7/Srv,DBAcc2000,1.16.7,KATPC340,,,Twister,10,,,,10/18/2022 3:35,10/18/2022 6:00,10/18/2022 5:59,0,3180,60.35,30.84,88.62,109,14,20,1
5135,DataModul,eMotionUHD2,30003411-06BF,30003411-06BF,Win7/Srv,DBAcc2000,1.0016.0011,KATPC357,0444-A,,Versand,5,,,,10/18/2022 3:38,10/18/2022 6:00,10/18/2022 3:39,8374,8460,91,0,100,2,0,0,0
4887,BSH,COMGen2 ADM 80010681,13602564-02BF,,Win8/Srv,DBAcc2000,1.0016.0016,KATPC394,,01/14/2181/01/A,NutzTrenn_ILT,15,,,,10/18/2022 3:44,10/18/2022 5:36,10/18/2022 5:35,59,4950,66.39,0.89,100,807,0,0,0
9991,BSH,E_TE90_UI_S_E D7,30002797-01BF,30002797-01BF,Win7/Srv,DBAcc2000,1.0016.0012,KATPC117,0360/A,05/15/2241/01/A,Endtest,7,,,,10/18/2022 3:47,10/18/2022 4:27,10/18/2022 4:27,0,2220,591.25,0,0,0,1,0,4
5895,BSH,ED_MMB_STM32F4_V2,13602566-04BF,,Win7/Srv,DBAccessNew,1.8.7,KATPC301,,,MONTAGE,8,,,,10/18/2022 3:59,10/20/2022 22:14,10/20/2022 16:25,20921,204990,81.64,4.52,100,1688,0,0,0
4518,BSH,LP IaB BO61 Gl,13602598BF,,Win7/Srv,DBAcc2000,1.0016.0013,LINIE5W2T1,334,2265,IctFktInline,21,,,,10/18/2022 4:00,10/18/2022 4:10,10/18/2022 4:08,119,120,49.33,35.85,100,40,0,0,0
3180,BSH,LP IaB SE63,13600526-02BF,30002924-04BF,Win7/Srv,DBAcc2000,1.0016.0011,PTWS164,0329/B,,BG-Versand,13,,,,10/18/2022 4:03,10/18/2022 6:00,10/18/2022 5:27,0,30,20.3,5.48,100,240,0,0,0
6684,BSH,LP IaB BO61 St,10000030,,Win7/Srv,DBAcc2000,1.0016.0013,LINIE5W2T1,334,2265,IctFktInline,21,,,,10/18/2022 4:12,10/18/2022 4:16,10/18/2022 4:14,59,60,50.5,37.17,100,12,0,0,0
5438,BSH,LP MMU JupiterSaturn,13601338-03BF,,Win7/Srv,DBAcc2000,1.15.37,KATPC114,337,,ENDMONTAGEKATEK,23,,,,10/18/2022 4:18,10/18/2022 4:19,10/18/2022 4:19,0,,0,36,100,1,0,0,0
4062,BSH,TE90_IAB for assembl,13602222-01BF,,Win7/Srv,DBAcc2000,1.15.37,KATPC114,337,,ENDMONTAGEKATEK,22,,,,10/18/2022 4:18,10/18/2022 4:19,10/18/2022 4:19,0,,0,32,100,1,0,0,0
5229,BSH,E_TE90_UI_S_MH D1,30002798-03BF,,Win7/Srv,DBAcc2000,1.15.37,KATPC114,337,,ENDMONTAGEKATEK,11,,,,10/18/2022 4:19,10/18/2022 4:19,10/18/2022 4:19,0,,0,0,100,1,0,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,13900716BF,Win7/Srv,DBAcc2000,1.16.3,KATPC271,sern981121,5,FKTInline,18,,,,10/18/2022 4:23,10/18/2022 4:33,10/18/2022 4:23,0,,,0,100,0,0,0,0
6680,BSH,LP IaB NF62,10000026,,Win7/Srv,DBAcc2000,1.0016.0013,LINIE5W2T1,334,2336,IctFktInline,23,,,,10/18/2022 4:26,10/18/2022 6:00,10/18/2022 5:59,0,120,47.91,30.38,99.35,461,3,4,0
5229,BSH,E_TE90_UI_S_MH D1,30002798-03BF,30002798-03BF,Win7/Srv,DBAcc2000,1.0016.0012,KATPC117,0360/A,05/15/2241/01/A,Endtest,7,,,,10/18/2022 4:28,10/18/2022 4:31,10/18/2022 4:31,0,60,33.4,0,0,0,2,0,4
6679,BSH,LP IaB NF61,10000025,,Win8/Srv,DBAcc2000,1.0016.0011,KATPC392,331,12140,NutzTrennInline,23,,,,10/18/2022 4:34,10/18/2022 6:00,10/18/2022 5:58,90,4260,74.55,0.35,100,269,0,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,13900716BF,Win7/Srv,DBAcc2000,1.16.3,KATPC271,sern981121,5,FKTInline,18,,,,10/18/2022 4:35,10/18/2022 5:17,10/18/2022 5:13,268,630,69.5,46.86,100,264,0,0,0
5229,BSH,E_TE90_UI_S_MH D1,30002798-03BF,30002798-03BF,Win7/Srv,DBAcc2000,1.0016.0012,KATPC117,0360/A,05/15/2241/01/A,Endtest,7,,,,10/18/2022 4:38,10/18/2022 4:41,10/18/2022 4:41,0,60,72.5,0,0,0,1,0,2
6012,Telic,ELT-Main 74370.000 R,13603086-01BF,,Win7/Srv,DBAcc2000,1.16.3,KATPC275,0451/A,11237,NutzTrenn,4,,,,10/18/2022 4:40,10/18/2022 5:51,10/18/2022 5:39,749,3630,73.71,0.32,100,294,0,0,0
9991,BSH,E_TE90_UI_S_E D7,30002797-01BF,30002797-01BF,Win7/Srv,DBAcc2000,1.0016.0012,KATPC117,0360/A,05/15/2241/01/A,Endtest,7,,,,10/18/2022 4:42,10/18/2022 6:00,10/18/2022 4:44,4503,4590,126,0,0,0,0,0,2
4605,BSH,LP IaB EOX5100,13602503-03BF,,Win7/Srv,DBAcc2000,1.15.37,KATPC114,337,2392/01/A,VORMONTAGE,6,,,,10/18/2022 4:43,10/18/2022 4:43,10/18/2022 4:43,0,,0,15,100,1,0,0,0
6679,BSH,LP IaB NF61,10000025,,Win7/Srv,DBAcc2000,1.0016.0011,LINIE8W2T1,172,2284,IctFktInline,24,,,,10/18/2022 4:44,10/18/2022 6:00,10/18/2022 5:59,0,,44.24,27.4,98.99,392,4,12,0
3180,BSH,LP IaB SE63,13600526-02BF,,Win8/Srv,DBAcc2000,1.0016.0011,KATWS038,038,,TwisterBefundun,26,,,,10/18/2022 4:45,10/18/2022 4:53,10/18/2022 4:50,150,390,139.5,4,100,3,0,0,0
6679,BSH,LP IaB NF61,10000025,30003997,Win7/Srv,DBAcc2000,1.0016.0011,KATPC116,02/15/2231,11/14/2148/03/A,EndMontage,18,1260295,0010,,10/18/2022 4:45,10/18/2022 6:00,10/18/2022 5:59,0,2670,71.44,14.98,100,63,0,0,0
4605,BSH,LP IaB EOX5100,13602503-03BF,,Win7/Srv,DBAcc2000,1.15.37,KATPC114,337,2392/01/A,VORMONTAGE,6,,,,10/18/2022 4:46,10/18/2022 4:47,10/18/2022 4:47,0,,0,17,100,1,0,0,0
6104,BSH,Comm-Module,13601339-05BF,13900714BF,Win7/Srv,DBAcc2000,1.0016.0011,LINIE9W2W7T1,216,2398,IctFktInline,14,,,,10/18/2022 4:49,10/18/2022 5:49,10/18/2022 5:43,0,30,109.28,96.08,100,184,0,52,4
4605,BSH,LP IaB EOX5100,13602503-03BF,,Win7/Srv,DBAcc2000,1.15.37,KATPC114,337,2392/01/A,VORMONTAGE,6,,,,10/18/2022 4:49,10/18/2022 4:51,10/18/2022 4:51,0,60,48,19.67,100,3,0,0,0
6679,BSH,LP IaB NF61,10000025,30003997,Win7/Srv,DBAcc2000,1.0016.0011,KATPC051,0342/A,11/14/2200/02/A,Endtest_Adapter,19,1260295,0010,,10/18/2022 4:54,10/18/2022 4:57,10/18/2022 4:56,30,30,33.5,0,0,0,0,0,3
6679,BSH,LP IaB NF61,10000025,30003997,Win7/Srv,DBAcc2000,1.0016.0011,KATPC072,0343/A,04/14/2200/01/A,Endtest_Adapter,19,1260295,0010,,10/18/2022 4:55,10/18/2022 4:59,10/18/2022 4:59,0,30,43.2,0,0,0,1,0,5
6687,BSH,LP IaB BO62 Gl,10000033,,Win8/Srv,DBAcc2000,1.0016.0011,KATWS038,038,,TwisterBefundun,25,,,,10/18/2022 4:55,10/18/2022 4:56,10/18/2022 4:56,0,,8,1.33,66.67,2,1,1,0
4605,BSH,LP IaB EOX5100,13602503-03BF,,Win7/Srv,DBAcc2000,1.15.37,KATPC114,337,2392/01/A,VORMONTAGE,6,,,,10/18/2022 4:59,10/18/2022 4:59,10/18/2022 4:59,0,,0,15,100,1,0,0,0
6679,BSH,LP IaB NF61,10000025,30003997,Win7/Srv,DBAcc2000,1.0016.0011,KATPC072,0343/A,04/14/2200/01/A,Endtest_Adapter,19,1260295,0010,,10/18/2022 5:01,10/18/2022 6:00,10/18/2022 5:59,0,1770,88.13,36.72,96.15,25,1,14,0
6104,BSH,Comm-Module,13601339-05BF,30003667-01BF,Win7/Srv,DBAcc2000,1.16.2,KATPC276,,,BG-Versand,7,,,,10/18/2022 5:02,10/18/2022 5:08,10/18/2022 5:07,0,120,31.3,0,100,11,0,0,0
4605,BSH,LP IaB EOX5100,13602503-03BF,,Win7/Srv,DBAcc2000,1.16.1,KATPC181,PP0373,06/16/2415/01/A,EndMontage,7,,,1.33:225280:201,10/18/2022 5:04,10/18/2022 6:00,10/18/2022 5:43,991,2610,79.97,5.13,100,30,0,0,0
6679,BSH,LP IaB NF61,10000025,30003997,Win7/Srv,DBAcc2000,1.0016.0011,KATPC051,0342/A,11/14/2200/02/A,Endtest_Adapter,19,1260295,0010,,10/18/2022 5:05,10/18/2022 5:47,10/18/2022 5:23,1471,1470,38.11,32.97,100,16,0,13,0
4605,BSH,LP IaB EOX5100,13602503-03BF,,Win7/Srv,DBAcc2000,1.15.37,KATPC114,337,2392/01/A,VORMONTAGE,6,,,,10/18/2022 5:07,10/18/2022 5:10,10/18/2022 5:10,0,90,49,16.4,100,5,0,0,0
6679,BSH,LP IaB NF61,10000025,,Win7/Srv,DBAcc2000,1.16.7,KATPC344,,,Twister,10,,,,10/18/2022 5:08,10/18/2022 6:00,10/18/2022 5:59,0,2070,84.97,18.53,97.22,35,1,1,0
6679,BSH,LP IaB NF61,10000025,,Win7/Srv,DBAcc2000,1.16.7,KATPC345,,,Twister,10,,,,10/18/2022 5:08,10/18/2022 6:00,10/18/2022 5:59,0,2070,84.97,18.17,94.29,33,2,2,0
2884,DataModul,eMotion ST3:4 - CU70,30002525-03BF,,Win8/Srv,DBAcc2000,1.0016.0017,KATPC534,0165/F,03/13/2093/01/A,FKT,7,,,3.01:954368:090,10/18/2022 5:08,10/18/2022 5:49,10/18/2022 5:48,30,360,241,342,0,0,0,1,8
6104,BSH,Comm-Module,13601339-05BF,30003667-01BF,Win7/Srv,DBAcc2000,1.16.2,KATPC276,,,BG-Versand,7,,,,10/18/2022 5:09,10/18/2022 6:00,10/18/2022 5:44,900,1470,30.9,0.1,100,69,0,0,0
6679,BSH,LP IaB NF61,10000025,30003997,Win8/Srv,DBAcc2000,1.0016.0012,KATPC127,0323/A,,BG-Versand,13,,,,10/18/2022 5:12,10/18/2022 6:00,10/18/2022 5:29,0,,14.18,5.29,100,72,0,0,0
4605,BSH,LP IaB EOX5100,13602503-03BF,,Win7/Srv,DBAcc2000,1.15.37,KATPC114,337,2392/01/A,VORMONTAGE,6,,,,10/18/2022 5:14,10/18/2022 5:30,10/18/2022 5:29,0,150,37.25,16.58,96,24,1,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,13900716BF,Win7/Srv,DBAcc2000,1.16.3,KATPC271,sern981121,5,FKTInline,18,,,,10/18/2022 5:18,10/18/2022 5:25,10/18/2022 5:24,58,60,52,38.88,100,56,0,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,13900716BF,Win7/Srv,DBAcc2000,1.16.3,KATPC271,sern981121,5,FKTInline,18,,,,10/18/2022 5:28,10/18/2022 6:00,10/18/2022 5:59,0,570,71.85,41.87,99.54,215,1,0,0
4605,BSH,LP IaB EOX5100,13602503-03BF,,Win7/Srv,DBAcc2000,1.15.37,KATPC114,337,2392/01/A,VORMONTAGE,6,,,,10/18/2022 5:32,10/18/2022 20:31,10/18/2022 5:51,52797,52860,33.09,14.54,100,35,0,0,0
6104,BSH,Comm-Module,13601339-05BF,13900714BF,Win7/Srv,DBAcc2000,1.0016.0011,LINIE9W2W7T1,216,2398,IctFktInline,14,,,,10/18/2022 5:50,10/18/2022 5:57,10/18/2022 5:50,0,,,0,100,0,0,0,0
6679,BSH,LP IaB NF61,10000025,30003997,Win7/Srv,DBAcc2000,1.0016.0011,KATPC051,0342/A,11/14/2200/02/A,Endtest_Adapter,19,1260295,0010,,10/18/2022 5:51,10/18/2022 6:00,10/18/2022 5:59,0,,53.33,40.29,100,7,0,0,0
6679,BSH,LP IaB NF61,10000025,30003997,Win7/Srv,DBAcc2000,1.0016.0011,KATPC046,0356/B,04/15/2148/05/A,EndMontage,18,1260295,0010,,10/18/2022 5:52,10/18/2022 6:00,10/18/2022 5:59,0,,32.36,14.4,100,15,0,0,0
4605,BSH,LP IaB EOX5100,13602503-03BF,,Win7/Srv,DBAcc2000,1.16.1,KATPC181,PP0373,06/16/2415/01/A,EndMontage,7,,,1.33:225280:201,10/18/2022 6:00,10/18/2022 12:36,10/18/2022 12:34,120,18180,94.78,5.99,100,260,0,0,0
3180,BSH,LP IaB SE63,13600526-02BF,30002924-04BF,Win7/Srv,DBAcc2000,1.0016.0011,KATPC216,02/15/2231,04/15/2147/05/A,EndMontage,18,1258422,0010,,10/18/2022 6:00,10/18/2022 8:31,10/18/2022 8:26,300,2550,55.63,31.78,97.04,131,4,21,2
6679,BSH,LP IaB NF61,10000025,30003997,Win7/Srv,DBAcc2000,1.0016.0011,KATPC046,0356/B,04/15/2148/05/A,EndMontage,18,1260295,0010,,10/18/2022 6:00,10/18/2022 7:05,10/18/2022 7:04,0,390,31.89,13.85,100,122,0,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,30003475-03BF,Win7/Srv,DBAcc2000,1.16.2,KATPC288,,,BG-Versand,7,,,,10/18/2022 6:00,10/18/2022 14:00,10/18/2022 13:48,690,5700,18.19,0.11,99.87,1498,2,0,0
6221,BSH,ASM Elektronik UI ES,30003455-05BF,30003455-05BF,Win8/Srv,DBAcc2000,1.0016.0017,KATPC498,,,Programmierung,9,,,1.15:315392:071,10/18/2022 6:00,10/18/2022 14:00,10/18/2022 13:33,1560,2220,351.87,286.31,98.81,83,1,0,0
5994,Telic,ELT-Main 74370.000 R,13603082-01BF,13603082-01BF,Win8/Srv,DBAcc2000,1.0016.0012,KATPC399,0467/A,16123,FKT,9,,,1.6.4:1675264:1,10/18/2022 6:00,10/18/2022 7:05,10/18/2022 7:01,240,450,731.5,589.8,62.5,5,3,0,0
3180,BSH,LP IaB SE63,13600526-02BF,30002924-04BF,Win7/Srv,DBAcc2000,1.0016.0011,KATPC007,0332/A,11/14/2183/02/A,Endtest_Adapter,19,1258422,0010,,10/18/2022 6:00,,10/18/2022 6:00,0,,,0,100,0,0,0,0
6221,BSH,ASM Elektronik UI ES,30003455-05BF,30003455-05BF,Win8/Srv,DBAcc2000,1.0016.0017,KATPC499,,,Programmierung,9,,,1.15:315392:071,10/18/2022 6:00,10/18/2022 14:00,10/18/2022 13:33,1560,2070,347.92,286.53,97.65,83,2,0,0
5135,DataModul,eMotionUHD2,30003411-06BF,30003411-06BF,Win7/Srv,DBAcc2000,1.0016.0011,KATPC357,0444-A,,Versand,5,,,,10/18/2022 6:00,10/18/2022 8:39,10/18/2022 6:00,0,,,0,100,0,0,0,0
6679,BSH,LP IaB NF61,10000025,,Win8/Srv,DBAcc2000,1.0016.0011,KATPC392,331,12140,NutzTrennInline,23,,,,10/18/2022 6:00,10/18/2022 13:12,10/18/2022 13:05,420,16470,54.39,0.33,100,1881,0,0,0
5994,Telic,ELT-Main 74370.000 R,13603082-01BF,13603082-01BF,Win8/Srv,DBAcc2000,1.0016.0012,KATPC408,0512/B,16154,Vormontage,8,,,1.1.6:331776:28,10/18/2022 6:00,10/18/2022 14:00,10/18/2022 13:33,1590,23370,700.14,49.33,100,42,0,0,0
5895,BSH,ED_MMB_STM32F4_V2,13602566-04BF,13602566-04BF,Win7/Srv,DBAcc2000,1.0016.0011,KATPC396,0463/A,02/15/2251/01/A,IctFkt_MTS,4,40,0040,,10/18/2022 6:00,10/18/2022 14:00,10/18/2022 13:53,360,31680,100.91,35.25,100,263,0,302,2
3180,BSH,LP IaB SE63,13600526-02BF,,Win7/Srv,DBAcc2000,1.16.7,KATPC340,,,Twister,10,,,,10/18/2022 6:00,10/18/2022 9:02,10/18/2022 8:35,1621,4680,59.54,30.9,79.14,110,29,13,5
4887,BSH,COMGen2 ADM 80010681,13602564-02BF,,Win7/Srv,DBAcc2000,1.16.3,KATPC307,,,Endmontage,12,,,,10/18/2022 6:00,10/18/2022 14:00,10/18/2022 6:00,0,,,0,100,0,0,0,0
6679,BSH,LP IaB NF61,10000025,30003997,Win7/Srv,DBAcc2000,1.0016.0011,KATPC072,0343/A,04/14/2200/01/A,Endtest_Adapter,19,1260295,0010,,10/18/2022 6:00,10/18/2022 9:25,10/18/2022 9:22,150,150,42.02,37.24,99.65,281,1,7,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC022,0475/A,03/21/4161/02/A,HF_Katek_MT,23,,,1.3.7:581632:06,10/18/2022 6:00,10/18/2022 7:50,10/18/2022 7:48,88,1350,37.98,36.21,95.05,173,9,1,13
7067,Ericsson,ALC_RD,30003592-03,,Win7/Srv,DBAcc2000,1.0016.0012,KATPC086,0299/A,,EndTest,3,,,1.12:118784:140,10/18/2022 6:00,10/18/2022 14:00,10/18/2022 13:52,210,210,58174,0,0,0,1,0,0
6679,BSH,LP IaB NF61,10000025,30003997,Win7/Srv,DBAcc2000,1.0016.0011,KATPC116,02/15/2231,11/14/2148/03/A,EndMontage,18,1260295,0010,,10/18/2022 6:00,,10/18/2022 6:00,0,,,0,100,0,0,0,0
4462,DataModul,eMotion ST1:3 - 1202,30002524-03BF,,Win7/Srv,DBAcc2000,1.0016.0017,KATPC390,0272/A,09/12/2036/01/A,ICT,4,,,,10/18/2022 6:00,10/18/2022 8:31,10/18/2022 8:04,1591,6480,337.23,12.57,96.67,116,4,4,0
4814,BSH,COM2Ethernet 8001034,"13602811BF
",,Win7/Srv,DBAcc2000,1.16.2,KATPC308,,,Versand,8,,,,10/18/2022 6:00,10/18/2022 14:00,10/18/2022 6:00,0,,,0,100,0,0,0,0
5837,TTTech,Vision²Facelift-5.0x,30002977-03BF,13602342-03BF,Win7/Srv,DBAcc2000,1.0016.0014,KATPC283,0160/A,07/15/2285/02/A,FKT,3,1260412,0040,,10/18/2022 6:00,10/18/2022 11:37,10/18/2022 11:31,360,6000,516.49,352.12,89.19,33,4,1,1
6680,BSH,LP IaB NF62,10000026,,Win7/Srv,DBAcc2000,1.0016.0013,LINIE5W2T1,334,2336,IctFktInline,23,,,,10/18/2022 6:00,10/18/2022 14:00,10/18/2022 13:59,0,3300,53.45,30.48,98.98,2031,21,98,5
6221,BSH,ASM Elektronik UI ES,30003455-05BF,30003455-05BF,Win8/Srv,DBAcc2000,1.0016.0017,KATPC030,0367/A,,Versand,10,,,,10/18/2022 6:00,10/18/2022 6:07,10/18/2022 6:00,0,,,0,100,0,0,0,0
7020,BSH,COMGen2 ADM 80010814,13602774-06,13900716BF,Win7/Srv,DBAcc2000,1.16.3,LINIE1W2W7T1,sern981121,15,IctProgInline,17,,,,10/18/2022 6:00,10/18/2022 7:36,10/18/2022 7:35,55,990,87.15,60.44,99.43,522,3,0,0
F540,Kathrein,FlexRET AISG3.0,30003527-01BF,,Win8/Srv,DBAcc2000,1.0016.0017,KATPC252,0395/A,06/17/2499/01/A,FKTHand,5,,,,10/18/2022 6:00,10/18/2022 14:00,10/18/2022 13:57,0,960,217.95,192.48,99.21,125,1,3,1
3180,BSH,LP IaB SE63,13600526-02BF,30002924-04BF,Win7/Srv,DBAcc2000,1.0016.0011,KATPC123,0328/A,01/14/2183/01/A,Endtest_Adapter,19,1258422,0010,,10/18/2022 6:00,10/18/2022 7:45,10/18/2022 8:26,420,3090,57.46,31.98,85.31,122,21,9,2
3180,BSH,LP IaB SE63,13600526-02BF,30002924-04BF,Win7/Srv,DBAcc2000,1.0016.0011,PTWS164,0329/B,,BG-Versand,13,,,,10/18/2022 6:00,,10/18/2022 6:00,0,,,0,100,0,0,0,0
5702,TTTech,TTC Vision² V7.07–A,13602956-01BF,,Win8/Srv,DBAcc2000,1.0016.0012,KATPC425,0448/A,11265,NutzTrenn,9,,,,10/18/2022 6:00,10/18/2022 11:42,10/18/2022 11:30,690,15330,514.07,0.15,100,96,0,0,0
6221,BSH,ASM Elektronik UI ES,30003455-05BF,30003455-05BF,Win7/Srv,DBAcc2000,1.0016.0012,KATPC200,0382/A,12146,Endtest,7,,,1.16:380928:270,10/18/2022 6:00,10/18/2022 9:45,10/18/2022 9:24,1231,6060,58.44,20.08,99.6,250,1,1,0
